Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Status
modulo-recirculacion-blower-aa413723,Módulo de Recirculación para Motor AR 413,<p>Módulo Recirculación Aire Gaggenau para Extractor AR 413 722. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: AA413723</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>,Gaggenau,Campanas,"Gaggenau, Premium, Cocina y Bar, Campanas, Bajo pedido, Moneda USD",FALSE,Title,Default Title,AA413723,shopify,0,continue,manual,979.07,TRUE,TRUE,draft
pala-para-hornear-madera-ergono-bs020003,Pala de Madera Ergonómica para Hornear,"<p>PALA PARA HORNEAR DE MADERA RESISTENTE, IDEAL PARA MANIPULAR PIZZAS Y PANES. SUPERFICIE LISA Y MANGO ERGONOMICO PARA UN MANEJO SEGURO.. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: BS020003</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Electrodoméstico,"Gaggenau, Premium, Bajo pedido, Moneda USD",FALSE,Title,Default Title,BS020003,shopify,0,continue,manual,420.35,TRUE,TRUE,draft
panel-de-puerta-3-inox-acero-ra428914,"Panel de Puerta Acero Inoxidable sin Manija 36""",<p>Panel de Puerta Inoxidable sin Tiradores de 36 Pulgadas para Electrodomésticos. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Acabado: Inoxidable</li><li>Modelo: RA428914</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>,Gaggenau,Accesorios de cocción / cocina,"Gaggenau, Premium, Cocina y Bar, Accesorios de cocción / cocina, Inoxidable, Bajo pedido, Moneda USD",FALSE,Title,Default Title,RA428914,shopify,0,continue,manual,1608.29,TRUE,TRUE,draft
panel-de-puerta-36-ace-ra421913,"Panel de Puerta Acero Inoxidable con Manija 36""","<p>PANELES DE PUERTA DE ACERO INOXIDABLE CON MANIJA PARA CONGELADOR INFERIOR DE DOS PUERTAS DE 36"" DE ANCHO, TRANSICION A RVA421920 EN DIC '25.. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 36.0""</li><li>Modelo: RA421913</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Accesorios de cocción / cocina,"Gaggenau, Premium, Cocina y Bar, Accesorios de cocción / cocina, Bajo pedido, 36.0"", Moneda USD",FALSE,Versión,RA421913,RA421913,shopify,0,continue,manual,1469.91,TRUE,TRUE,draft
panel-de-puerta-36-ace-ra421913,,,,,,,,RA421915,RA421915,shopify,0,continue,manual,1469.91,TRUE,TRUE,draft
panel-de-puerta-acero-con-ra421115,"Panel de Puerta Acero Inoxidable con Manija 18""",<p>Panel Puerta Acero Inoxidable 18 Pulgadas Gaggenau para Refrigeradores. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Acabado: Inoxidable</li><li>Modelo: RA421115</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>,Gaggenau,Accesorios de cocción / cocina,"Gaggenau, Premium, Cocina y Bar, Accesorios de cocción / cocina, Inoxidable, Bajo pedido, Moneda USD",FALSE,Title,Default Title,RA421115,shopify,0,continue,manual,911.19,TRUE,TRUE,draft
panel-de-puerta-inox-gaggena-ra421713,"Panel de Puerta Acero Inoxidable con Manija 30""",<p>Panel Puerta Acero Inoxidable con Manija para Electrodomésticos Gaggenau 30 Pulgadas. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Acabado: Inoxidable</li><li>Modelo: RA421713</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>,Gaggenau,Accesorios de cocción / cocina,"Gaggenau, Premium, Cocina y Bar, Accesorios de cocción / cocina, Inoxidable, Bajo pedido, Moneda USD",FALSE,Title,Default Title,RA421713,shopify,0,continue,manual,1049.56,TRUE,TRUE,draft
panel-para-ele-acero-inoxidable-ra428115,"Panel de Puerta Acero Inoxidable sin Manija 18""",<p>Panel de Puerta Gaggenau de Acero Inoxidable sin Tirador para Electrodomésticos de 18 Pulgadas. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Acabado: Inoxidable</li><li>Modelo: RA428115</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>,Gaggenau,Accesorios de cocción / cocina,"Gaggenau, Premium, Cocina y Bar, Accesorios de cocción / cocina, Inoxidable, Bajo pedido, Moneda USD",FALSE,Title,Default Title,RA428115,shopify,0,continue,manual,924.24,TRUE,TRUE,draft
panel-para-puertas-acero-inox-rva421922,Paneles Acero Inoxidable Oscuro con Manijas para RVY 497,<p>Paneles de Acero Inoxidable Oscuro Gaggenau para Refrigerador Rvy 497. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Acabado: Inoxidable</li><li>Modelo: RVA421922</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>,Gaggenau,Accesorios de cocción / cocina,"Gaggenau, Premium, Cocina y Bar, Accesorios de cocción / cocina, Inoxidable, Bajo pedido, Moneda USD",FALSE,Title,Default Title,RVA421922,shopify,0,continue,manual,2519.47,TRUE,TRUE,draft
panel-puerta-acero-24-para-ra421615,"Panel de Puerta Acero Inoxidable con Manija 24""","<p>Panel de Acero Inoxidable con Manija para Electrodomésticos de 24 Pulgadas. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 24.0""</li><li>Acabado: Inoxidable</li><li>Modelo: RA421615</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Accesorios de cocción / cocina,"Gaggenau, Premium, Cocina y Bar, Accesorios de cocción / cocina, Inoxidable, Bajo pedido, 24.0"", Moneda USD",FALSE,Title,Default Title,RA421615,shopify,0,continue,manual,966.02,TRUE,TRUE,draft
panel-puerta-2-acero-inoxidable-ra428615,"Panel de Puerta Acero Inoxidable sin Manija 24""",<p>Panel acero inoxidable sin tirador para neveras 60cm Gaggenau. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Acabado: Inoxidable</li><li>Modelo: RA428615</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>,Gaggenau,Accesorios de cocción / cocina,"Gaggenau, Premium, Cocina y Bar, Accesorios de cocción / cocina, Inoxidable, Bajo pedido, Moneda USD",FALSE,Title,Default Title,RA428615,shopify,0,continue,manual,979.07,TRUE,TRUE,draft
panel-puerta-3-inox-acero-ra428713,"Panel de Puerta Acero Inoxidable sin Manija 30""",<p>Panel Puerta Acero Inoxidable sin Tiradores 30 Pulgadas Gaggenau. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Acabado: Inoxidable</li><li>Modelo: RA428713</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>,Gaggenau,Accesorios de cocción / cocina,"Gaggenau, Premium, Cocina y Bar, Accesorios de cocción / cocina, Inoxidable, Bajo pedido, Moneda USD",FALSE,Title,Default Title,RA428713,shopify,0,continue,manual,1062.62,TRUE,TRUE,draft
panel-puerta-30-acero-inox-han-ra421715,"Panel de Puerta Acero Inoxidable con Manija 30""","<p>PANELES DE PUERTA DE ACERO INOXIDABLE CON MANIJA PARA CONGELADOR INFERIOR DE DOS PUERTAS DE 30"" DE ANCHO, TRANSICION A RVA421720 EN DIC '25.. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 30.0""</li><li>Acabado: Inoxidable</li><li>Modelo: RA421715</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Accesorios de cocción / cocina,"Gaggenau, Premium, Cocina y Bar, Accesorios de cocción / cocina, Inoxidable, Bajo pedido, 30.0"", Moneda USD",FALSE,Title,Default Title,RA421715,shopify,0,continue,manual,1049.56,TRUE,TRUE,draft
paneles-acero-inox-oscuro-sin-rva428920,Paneles Acero Inoxidable Oscuro sin Manijas para RVB 497,"<p>REFRIGERADOR CON CONGELADOR INFERIOR, ACABADO EN ACERO INOXIDABLE OSCURO. ANCHO DE 35 ½"", PUERTA DERECHA/REVERSIBLE, PANEL PERSONALIZABLE PARA DISEÑO SIN TIRADORES.. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Acabado: Inoxidable</li><li>Modelo: RVA428920</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Electrodoméstico,"Gaggenau, Premium, Inoxidable, Bajo pedido, Moneda USD",FALSE,Title,Default Title,RVA428920,shopify,0,continue,manual,2099.13,TRUE,TRUE,draft
paneles-puerta-acero-inoxidable-rva428922,Paneles Acero Inoxidable Oscuro sin Manijas para RVY 497,"<p>REFRIGERADOR DE FONDO CONGELADOR EN ACERO INOXIDABLE OSCURO, PUERTAS FRANCESAS, PANEL LISTO, ANCHO DE 35 ½"".. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Acabado: Inoxidable</li><li>Modelo: RVA428922</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Accesorios de cocción / cocina,"Gaggenau, Premium, Cocina y Bar, Accesorios de cocción / cocina, Inoxidable, Bajo pedido, Moneda USD",FALSE,Title,Default Title,RVA428922,shopify,0,continue,manual,2519.47,TRUE,TRUE,draft
panels-puerta-acero-inox-oscuro-rva421920,Paneles Acero Inoxidable Oscuro con Manijas para RVB 497,<p>Paneles Puerta Acero Inoxidable Oscuro Gaggenau Rvb 497. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Acabado: Inoxidable</li><li>Modelo: RVA421920</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>,Gaggenau,Accesorios de cocción / cocina,"Gaggenau, Premium, Cocina y Bar, Accesorios de cocción / cocina, Inoxidable, Bajo pedido, Moneda USD",FALSE,Title,Default Title,RVA421920,shopify,0,continue,manual,2099.13,TRUE,TRUE,draft
panels-puerta-acero-inoxidable-rva421720,Paneles Acero Inoxidable Oscuro con Manijas para RVB 477,<p>Paneles de Acero Inoxidable Oscuro con Manijas para Refrigerador Rvb 477 Gaggenau. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Acabado: Inoxidable</li><li>Modelo: RVA421720</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>,Gaggenau,Accesorios de cocción / cocina,"Gaggenau, Premium, Cocina y Bar, Accesorios de cocción / cocina, Inoxidable, Bajo pedido, Moneda USD",FALSE,Title,Default Title,RVA421720,shopify,0,continue,manual,1958.14,TRUE,TRUE,draft
panels-puerta-acero-inoxidable-rva428720,Paneles Acero Inoxidable Oscuro sin Manijas para RVB 477,"<p>COLUMNAS DE REFRIGERACION SERIE 400, 30"" ANCHO, DERECHA/REVERSIBLE, PANEL READY, ACABADO EN ACERO INOXIDABLE OSCURO.. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Acabado: Inoxidable</li><li>Modelo: RVA428720</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Accesorios de cocción / cocina,"Gaggenau, Premium, Cocina y Bar, Accesorios de cocción / cocina, Inoxidable, Bajo pedido, Moneda USD",FALSE,Title,Default Title,RVA428720,shopify,0,continue,manual,1958.14,TRUE,TRUE,draft
parrilla-15-gas-natural-inox-vg425211,"Parrilla de Gas Natural 2 Quemadores 15"" — Vario Serie 400","<p>Parrilla modular Gaggenau Serie 400 a gas natural de 2 quemadores. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 15.0""</li><li>Acabado: Inoxidable</li><li>Energía: Gas</li><li>Modelo: VG425211CA</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Parrillas,"Gaggenau, Premium, Cocina y Bar, Parrillas, Inoxidable, Gas, Bajo pedido, 15.0"", Moneda USD",FALSE,Title,Default Title,VG425211CA,shopify,0,continue,manual,6426.6,TRUE,TRUE,draft
parrilla-de-alambre-para-horno-ba038165,"Rejilla de Horno 30"" para BO 48 y BX 48",<p>Rejilla de Horno 30 Pulgadas Gaggenau Series Bo 48 y Bx 48. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: BA038165</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>,Gaggenau,Parrillas,"Gaggenau, Premium, Cocina y Bar, Parrillas, Bajo pedido, Moneda USD",FALSE,Title,Default Title,BA038165,shopify,0,continue,manual,185.37,TRUE,TRUE,draft
parrilla-de-extraccion-de-aire-aa010410,Rejilla de Extracción de Aire para Campanas,<p>Rejilla de Extracción de Aire Gaggenau para Campanas. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: AA010410</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>,Gaggenau,Parrillas,"Gaggenau, Premium, Cocina y Bar, Parrillas, Bajo pedido, Moneda USD",FALSE,Title,Default Title,AA010410,shopify,0,continue,manual,349.85,TRUE,TRUE,draft
parrilla-de-ventilacion-inox-ra464113,Rejilla de Ventilación Acero Inoxidable,"<p>REJILLA DE VENTILACION DE ACERO INOXIDABLE PARA ELECTRODOMESTICOS RF 411 705 DE 18"". AYUDA A MANTENER EL ELECTRODOMESTICO BIEN VENTILADO Y FUNCIONANDO EFICIENTEMENTE. PRECIO: $326.. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Acabado: Inoxidable</li><li>Modelo: RA464113</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Parrillas,"Gaggenau, Premium, Cocina y Bar, Parrillas, Inoxidable, Bajo pedido, Moneda USD",FALSE,Title,Default Title,RA464113,shopify,0,continue,manual,378.57,TRUE,TRUE,draft
parrilla-electrica-2-zonas-vr414611,"Parrilla Eléctrica 2 Zonas 15"" — Vario Serie 400","<p>PARRILLA ELECTRICA VARIO DE LA SERIE 400, 15"", 2 ZONAS DE COCCION.. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Energía: Eléctrico</li><li>Modelo: VR414611</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Parrillas,"Gaggenau, Premium, Cocina y Bar, Parrillas, Eléctrico, Bajo pedido, Moneda USD",FALSE,Title,Default Title,VR414611,shopify,0,continue,manual,7632.72,TRUE,TRUE,draft
parrilla-inox-venti-ra464911,"Zoclo Acero Inoxidable para Columna de Refrigeración 36""",<p>Zócalo Acero Inoxidable Columna Refrigerador 36 Pulgadas Gaggenau. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Acabado: Inoxidable</li><li>Modelo: RA464911</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>,Gaggenau,Parrillas,"Gaggenau, Premium, Cocina y Bar, Parrillas, Inoxidable, Bajo pedido, Moneda USD",FALSE,Title,Default Title,RA464911,shopify,0,continue,manual,503.89,TRUE,TRUE,draft
parrilla-ventilacion-rf-461-ra464616,Rejilla de Ventilación para Congelador RF 461,"<p>REJILLA DE VENTILACION DE ACERO INOXIDABLE PARA RF 461 DE 24"", CON FILTRO DE AGUA. TAMAÑO 24"", MATERIAL ACERO INOXIDABLE. PRECIO: $394.. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: RA464616</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Parrillas,"Gaggenau, Premium, Cocina y Bar, Parrillas, Bajo pedido, Moneda USD",FALSE,Title,Default Title,RA464616,shopify,0,continue,manual,446.46,TRUE,TRUE,draft
parrilla-ventilacion-inox-ra464618,Rejilla de Ventilación Acero Inoxidable,"<p>REJILLA DE VENTILACION DE ACERO INOXIDABLE PARA MODELO 24"" RF 463 707 IWD, CON PUERTA DE BISAGRA IZQUIERDA, ANCHO DE 24"". PRECIO: $394.. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Acabado: Inoxidable</li><li>Modelo: RA464618</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Parrillas,"Gaggenau, Premium, Cocina y Bar, Parrillas, Inoxidable, Bajo pedido, Moneda USD",FALSE,Title,Default Title,RA464618,shopify,0,continue,manual,446.46,TRUE,TRUE,draft
perilla-para-cocina-induc-negro-ca230100,Perilla Negra para Parrilla de Inducción,<p>PERILLA MAGNETICA NEGRA PARA PLACA DE INDUCCION SERIE 200. ACERO INOXIDABLE CON RECUBRIMIENTO NEGRO. COMPATIBLE CON PLACA DE INDUCCION SERIE 200.. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Acabado: Negro</li><li>Modelo: CA230100</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>,Gaggenau,Accesorios de cocción / cocina,"Gaggenau, Premium, Cocina y Bar, Accesorios de cocción / cocina, Negro, Bajo pedido, Moneda USD",FALSE,Title,Default Title,CA230100,shopify,0,continue,manual,253.25,TRUE,TRUE,draft
placa-induccion-30-gris-home-c-cx482612,"Parrilla de Inducción Superficie Completa Home Connect 30"" — Vario Serie 400","<p>Vario 400 Series 30"" full-surface induction cooktop, Home Connect, Gray Glass. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 30.0""</li><li>Acabado: Gris</li><li>Energía: Inducción</li><li>Modelo: CX482612</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Parrillas,"Gaggenau, Premium, Cocina y Bar, Parrillas, Gris, Inducción, Bajo pedido, 30.0"", Moneda USD",FALSE,Title,Default Title,CX482612,shopify,0,continue,manual,9147.66,TRUE,TRUE,draft
presentador-de-vino-1-pie-ra493060,Presentador de Vino de Roble 1 Pieza,<p>Presentador Vino Roble Gaggenau 1 Pieza. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: RA493060</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>,Gaggenau,Cavas de vino,"Gaggenau, Premium, Cocina y Bar, Cavas de vino, Bajo pedido, Moneda USD",FALSE,Title,Default Title,RA493060,shopify,0,continue,manual,99.21,TRUE,TRUE,draft
puerta-francesa-inox-inte-rvy497790,"Refrigerador French Door con Congelador Panelable 36"" — Serie Expressive","<p>Refrigerador French Door Gaggenau 36"" Rvy497790 Negro. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Acabado: Inoxidable</li><li>Modelo: RVY497790</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Accesorios de cocción / cocina,"Gaggenau, Premium, Cocina y Bar, Accesorios de cocción / cocina, Inoxidable, Bajo pedido, Moneda USD",FALSE,Title,Default Title,RVY497790,shopify,0,continue,manual,29897.2,TRUE,TRUE,draft
refrigerador-36-inox-columna-ra421914,"Panel de Puerta Acero Inoxidable con Manija 36""","<p>Panel de Acero Inoxidable con Manija para Electrodomésticos de 36 Pulgadas Gaggenau. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 36.0""</li><li>Acabado: Inoxidable</li><li>Modelo: RA421914</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Refrigeradores,"Gaggenau, Premium, Cocina y Bar, Refrigeradores, Inoxidable, Bajo pedido, 36.0"", Moneda USD",FALSE,Title,Default Title,RA421914,shopify,0,continue,manual,1608.29,TRUE,TRUE,draft
refrigerador-congelador-2-rvb477790,"Refrigerador Empotrable con Congelador Bottom Mount Panelable 30"" — Serie Expressive",<p>Refrigerador Congelador Puertas 30 Pulgadas Acero Cepillado Negro Gaggenau Rvb477790. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: RVB477790</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>,Gaggenau,Congeladores,"Gaggenau, Premium, Cocina y Bar, Congeladores, Bajo pedido, Moneda USD",FALSE,Title,Default Title,RVB477790,shopify,0,continue,manual,28521.08,TRUE,TRUE,draft
refrigerador-congelador-2-rvb497790,"Refrigerador Empotrable con Congelador Bottom Mount Panelable 36"" — Serie Expressive",<p>Refrigerador Congelador Gaggenau Integrable 36 Pulgadas Acero Cepillado Negro. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: RVB497790</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>,Gaggenau,Congeladores,"Gaggenau, Premium, Cocina y Bar, Congeladores, Bajo pedido, Moneda USD",FALSE,Title,Default Title,RVB497790,shopify,0,continue,manual,29382.76,TRUE,TRUE,draft
refrigeration-column-30-home-c-rc472705,"Columna de Refrigeración Empotrable Home Connect 30""","<p>Columna de refrigeracion Empotrable Home Connect 30 Pulgadas Gaggenau. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 30.0""</li><li>Modelo: RC472705</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Electrodoméstico,"Gaggenau, Premium, Bajo pedido, 30.0"", Moneda USD",FALSE,Title,Default Title,RC472705,shopify,0,continue,manual,20740.91,TRUE,TRUE,draft
serie-200-vario-12-electrico-g-vr230620,"Parrilla Eléctrica 12"" — Vario Serie 200","<p>PARRILLA ELECTRICA VARIO 200 SERIES, ANCHO DE 12"", 2 ZONAS CONTROLADAS, PARRILLA DE HIERRO FUNDIDO Y PIEDRAS DE LAVA. ACCESORIOS INCLUIDOS. NO APTA PARA RECIRCULACION. PRECIO: $4,600.. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 12.0""</li><li>Energía: Eléctrico</li><li>Modelo: VR230620</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Electrodoméstico,"Gaggenau, Premium, Eléctrico, Bajo pedido, 12.0"", Moneda USD",FALSE,Title,Default Title,VR230620,shopify,0,continue,manual,6256.6,TRUE,TRUE,draft
serie-200-vario-12-induccion-vi230620,"Parrilla de Inducción 12"" — Vario Serie 200","<p>200 SERIES VARIO 12"" INDUCTION COOKTOP. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 12.0""</li><li>Energía: Inducción</li><li>Modelo: VI230620</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Parrillas,"Gaggenau, Premium, Cocina y Bar, Parrillas, Inducción, Bajo pedido, 12.0"", Moneda USD",FALSE,Title,Default Title,VI230620,shopify,0,continue,manual,3859.74,TRUE,TRUE,draft
serie-200-vario-negro-connecti-vv200020,Tira de Conexión Vario Negra — Serie 200,<p>TIRA DE CONEXION NEGRA PARA ELECTRODOMESTICOS DE LA SERIE VARIO 200. PRECIO: $272. PUEDE USARSE CON OTROS ELECTRODOMESTICOS DE LA SERIE VARIO 200.. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Acabado: Negro</li><li>Modelo: VV200020</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>,Gaggenau,Electrodoméstico,"Gaggenau, Premium, Negro, Bajo pedido, Moneda USD",FALSE,Title,Default Title,VV200020,shopify,0,continue,manual,295.03,TRUE,TRUE,draft
set-de-instalacion-24-ga601010,"Kit de Instalación 24""","<p>Kit de Instalación Gaggenau 24 Pulgadas para Cocinas. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 24.0""</li><li>Modelo: GA601010</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Electrodoméstico,"Gaggenau, Premium, Bajo pedido, 24.0"", Moneda USD",FALSE,Title,Default Title,GA601010,shopify,0,continue,manual,224.53,TRUE,TRUE,draft
set-de-instalacion-30-ga301010,"Kit de Instalación 30""","<p>Kit de Instalación Gaggenau de 30 Pulgadas para Cocinas. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Ancho: 30.0""</li><li>Modelo: GA301010</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Electrodoméstico,"Gaggenau, Premium, Bajo pedido, 30.0"", Moneda USD",FALSE,Title,Default Title,GA301010,shopify,0,continue,manual,253.25,TRUE,TRUE,draft
sonda-temperatura-core-para-hor-ba010050,"Sonda de Temperatura para Hornos GO, GS y GM","<p>Sonda de Temperatura para Hornos Gaggenau GO, GS y GM. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: BA010050</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>",Gaggenau,Electrodoméstico,"Gaggenau, Premium, Bajo pedido, Moneda USD",FALSE,Title,Default Title,BA010050,shopify,0,continue,manual,211.48,TRUE,TRUE,draft
soplador-de-zoclo-ar413722,Motor de Recirculación de Zoclo para AL 400 y VL 414 — Serie 400,<p>400 SERIES TOE-KICK RECIRCULATION BLOWER FOR USE WITH AL400721/791  VL 414 + KNO. Diseño y precisión de <strong>Gaggenau</strong> para la cocina premium.</p><ul><li>Modelo: AR413722</li></ul><p><strong>HOMEA</strong> — Distribuidor autorizado Gaggenau. Asesoría de especificación y showroom en Querétaro.</p>,Gaggenau,Electrodoméstico,"Gaggenau, Premium, Bajo pedido, Moneda USD",FALSE,Title,Default Title,AR413722,shopify,0,continue,manual,3426.21,TRUE,TRUE,draft
